,workclass,marital-status,occupation,relationship,race,gender,native-country,age,educational-num,capital-gain,capital-loss,hours-per-week,target
6258,4.0,2.0,4.0,0.0,4.0,1.0,39.0,55,11,0,0,40,0
7263,4.0,2.0,3.0,0.0,4.0,1.0,39.0,52,9,0,0,40,0
12965,2.0,4.0,1.0,4.0,0.0,0.0,39.0,40,10,2977,0,35,0
34681,4.0,2.0,14.0,0.0,2.0,1.0,39.0,52,9,0,0,99,0
12958,4.0,4.0,12.0,1.0,4.0,1.0,39.0,30,10,0,0,45,0
37306,4.0,4.0,13.0,2.0,4.0,1.0,39.0,46,9,0,0,40,0
37829,4.0,4.0,4.0,1.0,4.0,1.0,39.0,90,13,0,0,55,0
32727,4.0,4.0,8.0,1.0,4.0,1.0,39.0,37,11,0,0,40,0
9241,7.0,2.0,4.0,5.0,4.0,0.0,39.0,36,10,7298,0,39,1
18491,6.0,2.0,14.0,0.0,4.0,1.0,39.0,24,4,0,1902,40,1
1444,4.0,0.0,1.0,1.0,4.0,0.0,39.0,58,9,0,0,40,0
30624,4.0,4.0,8.0,1.0,0.0,1.0,39.0,42,9,0,0,40,0
37220,4.0,2.0,1.0,5.0,4.0,0.0,39.0,62,9,0,0,40,0
8387,2.0,0.0,4.0,4.0,4.0,0.0,39.0,57,4,0,0,40,0
11368,2.0,2.0,10.0,5.0,4.0,0.0,39.0,48,14,0,0,40,1
32374,4.0,2.0,4.0,0.0,4.0,1.0,39.0,55,10,0,0,36,0
27954,0.0,4.0,0.0,3.0,4.0,0.0,39.0,25,13,0,0,30,0
12451,4.0,2.0,10.0,0.0,4.0,1.0,39.0,58,13,0,0,40,1
10429,4.0,4.0,1.0,1.0,4.0,0.0,39.0,21,10,0,0,45,0
16167,4.0,2.0,4.0,5.0,4.0,0.0,39.0,27,9,0,0,40,0
7602,4.0,4.0,10.0,1.0,4.0,1.0,39.0,40,13,0,0,30,0
36776,6.0,6.0,3.0,1.0,4.0,1.0,39.0,54,9,0,2001,35,0
26939,6.0,2.0,4.0,0.0,4.0,1.0,39.0,47,9,0,0,25,0
37280,0.0,4.0,0.0,3.0,4.0,0.0,39.0,19,10,0,0,15,0
8646,4.0,4.0,6.0,3.0,4.0,0.0,39.0,28,9,0,0,40,0
38210,1.0,2.0,10.0,0.0,4.0,1.0,39.0,34,15,0,0,40,1
11700,6.0,2.0,3.0,0.0,4.0,1.0,39.0,58,11,0,0,42,0
666,4.0,2.0,10.0,0.0,4.0,1.0,39.0,44,16,0,0,50,1
19008,2.0,2.0,10.0,0.0,4.0,1.0,39.0,46,14,0,0,56,0
2670,4.0,4.0,8.0,3.0,4.0,0.0,39.0,19,10,0,0,30,0
24487,7.0,2.0,10.0,0.0,4.0,1.0,39.0,30,13,0,0,37,1
34121,4.0,4.0,7.0,1.0,4.0,1.0,7.0,29,9,3325,0,40,0
9410,6.0,4.0,12.0,3.0,4.0,1.0,39.0,37,10,0,0,48,0
5032,0.0,0.0,0.0,1.0,4.0,1.0,2.0,62,8,0,0,40,0
18130,4.0,2.0,10.0,0.0,4.0,1.0,39.0,28,13,0,0,40,0
4342,4.0,4.0,1.0,1.0,4.0,1.0,39.0,21,9,0,0,50,0
519,4.0,4.0,3.0,1.0,2.0,1.0,39.0,39,7,0,0,40,0
17619,4.0,2.0,4.0,5.0,4.0,0.0,39.0,34,13,0,0,40,0
9020,4.0,4.0,10.0,1.0,4.0,0.0,39.0,25,10,0,0,8,0
33842,4.0,4.0,13.0,1.0,4.0,1.0,39.0,37,12,0,0,46,0
21590,4.0,4.0,7.0,3.0,4.0,0.0,39.0,25,9,2176,0,40,0
11623,4.0,4.0,5.0,1.0,4.0,1.0,26.0,21,1,0,0,50,0
2239,4.0,0.0,8.0,4.0,4.0,0.0,26.0,36,10,0,0,40,0
2911,4.0,2.0,10.0,0.0,4.0,1.0,39.0,36,13,15024,0,50,1
4704,4.0,2.0,11.0,0.0,4.0,1.0,39.0,61,7,0,0,36,0
35592,4.0,2.0,3.0,0.0,4.0,1.0,39.0,37,9,0,0,40,0
6327,4.0,4.0,3.0,3.0,4.0,1.0,39.0,17,5,0,0,40,0
18316,4.0,0.0,13.0,4.0,4.0,1.0,39.0,49,9,0,0,40,0
3474,5.0,2.0,10.0,0.0,4.0,1.0,39.0,38,13,0,0,70,1
11203,4.0,2.0,10.0,0.0,4.0,1.0,39.0,56,13,0,0,50,0
32716,4.0,2.0,12.0,0.0,4.0,1.0,39.0,28,13,7298,0,42,1
19755,4.0,4.0,10.0,1.0,4.0,1.0,39.0,22,13,0,0,40,0
22938,4.0,4.0,13.0,3.0,4.0,1.0,39.0,28,13,0,0,50,0
31758,4.0,4.0,4.0,1.0,4.0,1.0,39.0,24,12,0,0,20,0
33773,4.0,4.0,6.0,3.0,4.0,1.0,39.0,19,9,0,0,50,0
38751,4.0,0.0,4.0,3.0,4.0,1.0,39.0,42,9,0,0,40,0
8524,0.0,4.0,0.0,3.0,4.0,1.0,39.0,17,6,0,0,14,0
28112,4.0,5.0,10.0,1.0,4.0,0.0,39.0,47,10,0,0,50,0
20714,2.0,2.0,11.0,0.0,4.0,1.0,39.0,50,10,7298,0,56,1
25438,2.0,0.0,11.0,1.0,4.0,1.0,39.0,44,13,0,0,40,0
24496,1.0,2.0,10.0,0.0,4.0,1.0,0.0,38,13,0,0,40,1
8062,6.0,2.0,12.0,0.0,4.0,1.0,39.0,47,14,7688,0,45,1
38,4.0,0.0,5.0,1.0,4.0,1.0,39.0,36,9,0,0,40,0
26094,4.0,4.0,1.0,3.0,4.0,0.0,39.0,19,10,594,0,20,0
8695,4.0,2.0,7.0,0.0,4.0,1.0,39.0,52,9,0,0,38,0
128,2.0,0.0,10.0,1.0,4.0,0.0,39.0,62,14,10520,0,33,1
18580,4.0,4.0,7.0,1.0,4.0,1.0,39.0,24,10,0,0,40,0
9930,4.0,3.0,8.0,4.0,2.0,0.0,39.0,34,6,0,0,30,0
5322,4.0,2.0,12.0,0.0,4.0,1.0,39.0,47,9,0,0,50,1
21724,4.0,4.0,4.0,3.0,4.0,1.0,39.0,24,13,0,0,45,0
22583,4.0,4.0,1.0,1.0,4.0,0.0,39.0,25,10,0,0,50,0
13790,4.0,2.0,3.0,0.0,4.0,1.0,39.0,60,9,0,0,40,0
22313,4.0,4.0,4.0,4.0,2.0,0.0,39.0,20,9,0,0,40,0
23450,6.0,2.0,10.0,0.0,4.0,1.0,39.0,48,15,0,0,35,1
36481,4.0,2.0,10.0,0.0,4.0,1.0,39.0,39,9,0,0,45,0
23188,4.0,2.0,14.0,0.0,4.0,1.0,39.0,65,13,0,0,20,0
35087,6.0,5.0,4.0,2.0,4.0,1.0,39.0,40,9,0,0,40,0
789,4.0,4.0,12.0,3.0,4.0,0.0,39.0,17,7,0,0,20,0
19361,4.0,0.0,8.0,1.0,4.0,1.0,39.0,33,9,0,0,60,0
32205,6.0,2.0,4.0,0.0,2.0,1.0,39.0,53,9,0,0,45,1
21137,4.0,4.0,5.0,1.0,4.0,1.0,39.0,19,9,0,0,40,0
6373,4.0,4.0,12.0,2.0,2.0,1.0,0.0,49,11,0,0,40,0
7938,4.0,0.0,10.0,1.0,4.0,1.0,39.0,46,14,4650,0,44,0
13914,7.0,4.0,1.0,1.0,4.0,1.0,39.0,23,13,0,0,16,0
35200,4.0,4.0,13.0,1.0,2.0,1.0,39.0,34,11,0,0,40,0
27552,4.0,0.0,4.0,1.0,4.0,1.0,39.0,59,13,0,0,40,0
14449,6.0,2.0,14.0,0.0,4.0,1.0,39.0,64,9,0,0,50,0
19401,4.0,4.0,1.0,3.0,2.0,1.0,39.0,26,9,0,0,40,0
5726,7.0,4.0,1.0,1.0,4.0,0.0,39.0,64,5,0,0,38,0
10840,4.0,4.0,3.0,4.0,4.0,1.0,39.0,28,10,0,0,48,0
11296,4.0,4.0,13.0,1.0,4.0,0.0,39.0,24,10,0,0,16,0
18258,4.0,4.0,12.0,1.0,4.0,1.0,39.0,24,11,0,0,30,0
30096,5.0,0.0,10.0,1.0,2.0,1.0,39.0,37,14,4787,0,40,1
10742,7.0,4.0,1.0,3.0,2.0,0.0,39.0,31,12,0,0,45,0
36096,7.0,2.0,4.0,0.0,4.0,1.0,39.0,42,13,0,0,48,1
21475,4.0,2.0,7.0,0.0,4.0,1.0,39.0,42,9,0,0,40,0
29611,4.0,2.0,12.0,0.0,4.0,1.0,39.0,21,10,0,0,40,0
5268,4.0,2.0,4.0,0.0,4.0,1.0,39.0,36,14,0,0,70,1
1455,4.0,4.0,8.0,1.0,4.0,1.0,39.0,26,11,0,0,40,0
28594,4.0,2.0,4.0,0.0,4.0,1.0,39.0,45,13,0,0,45,1
2505,4.0,4.0,1.0,3.0,4.0,0.0,39.0,32,10,0,0,40,0
29394,7.0,4.0,8.0,3.0,4.0,1.0,39.0,20,12,0,1719,20,0
17099,2.0,3.0,10.0,4.0,4.0,0.0,39.0,43,14,7430,0,60,1
16470,4.0,4.0,8.0,3.0,4.0,1.0,26.0,27,5,0,0,50,0
18720,4.0,4.0,10.0,1.0,4.0,0.0,39.0,25,13,0,0,40,0
9132,2.0,2.0,4.0,5.0,0.0,0.0,39.0,43,14,0,0,50,1
15707,4.0,2.0,3.0,0.0,4.0,1.0,39.0,50,9,0,0,60,1
23111,4.0,2.0,12.0,0.0,4.0,1.0,39.0,43,13,0,0,50,0
965,4.0,2.0,12.0,0.0,4.0,1.0,39.0,34,14,0,0,40,0
13514,4.0,4.0,10.0,3.0,2.0,1.0,39.0,24,12,0,0,20,0
19955,4.0,2.0,4.0,0.0,4.0,1.0,39.0,32,14,0,0,40,1
13292,7.0,4.0,4.0,1.0,4.0,0.0,39.0,27,12,0,0,58,0
7475,4.0,4.0,8.0,1.0,2.0,0.0,39.0,32,9,0,0,40,0
22869,2.0,2.0,10.0,0.0,4.0,1.0,39.0,48,13,0,0,40,0
23960,4.0,4.0,13.0,1.0,4.0,1.0,39.0,24,13,0,0,20,0
6226,0.0,4.0,0.0,3.0,4.0,0.0,39.0,21,10,0,0,25,0
19480,4.0,2.0,12.0,0.0,4.0,1.0,39.0,31,6,0,0,40,0
25169,0.0,2.0,0.0,0.0,4.0,1.0,39.0,38,10,0,0,15,0
10091,4.0,2.0,3.0,0.0,4.0,1.0,39.0,32,9,0,0,40,0
37492,4.0,4.0,8.0,1.0,4.0,0.0,39.0,21,9,0,0,64,0
4951,4.0,2.0,1.0,0.0,4.0,1.0,39.0,38,9,0,0,42,0
776,2.0,2.0,3.0,0.0,4.0,1.0,39.0,43,13,0,0,40,0
30208,4.0,0.0,4.0,1.0,4.0,0.0,39.0,32,11,0,0,50,0
23489,4.0,0.0,3.0,1.0,2.0,1.0,39.0,43,11,0,0,40,0
17509,4.0,2.0,3.0,0.0,4.0,1.0,39.0,39,13,0,0,40,1
16462,4.0,0.0,8.0,3.0,4.0,0.0,39.0,47,10,0,0,44,0
22251,4.0,2.0,10.0,0.0,4.0,1.0,39.0,42,12,0,0,50,0
5383,4.0,2.0,14.0,1.0,4.0,1.0,39.0,35,9,0,0,40,0
8075,4.0,4.0,8.0,1.0,4.0,1.0,34.0,33,12,0,0,60,0
2762,4.0,4.0,12.0,1.0,4.0,1.0,9.0,30,12,0,0,40,0
34254,6.0,4.0,10.0,3.0,4.0,1.0,22.0,29,15,0,0,50,1
25646,4.0,4.0,12.0,1.0,4.0,1.0,39.0,19,9,0,0,45,0
4580,4.0,2.0,3.0,0.0,4.0,1.0,39.0,28,4,0,0,40,0
18495,4.0,4.0,3.0,1.0,4.0,1.0,26.0,29,6,0,0,40,0
33156,4.0,4.0,3.0,1.0,4.0,1.0,39.0,25,10,0,0,40,0
13813,4.0,4.0,1.0,3.0,3.0,0.0,33.0,19,9,0,0,25,0
14964,4.0,2.0,12.0,0.0,4.0,1.0,39.0,24,9,0,0,50,0
8683,4.0,4.0,8.0,3.0,4.0,0.0,39.0,19,9,0,0,24,0
27469,4.0,3.0,14.0,1.0,4.0,0.0,39.0,32,10,0,0,37,0
22466,4.0,2.0,12.0,0.0,4.0,1.0,39.0,61,14,3103,0,50,0
30201,4.0,0.0,3.0,4.0,4.0,1.0,39.0,40,10,0,0,40,0
20742,4.0,2.0,10.0,0.0,4.0,1.0,39.0,29,9,0,0,40,1
22782,2.0,4.0,1.0,1.0,4.0,0.0,39.0,35,9,0,0,40,0
15996,4.0,4.0,6.0,4.0,4.0,1.0,39.0,24,10,0,0,30,0
9575,6.0,4.0,14.0,4.0,2.0,1.0,39.0,29,9,0,0,45,0
38227,4.0,4.0,8.0,1.0,4.0,0.0,39.0,22,9,0,0,40,0
26277,4.0,2.0,14.0,0.0,4.0,1.0,39.0,37,5,0,0,65,0
23251,4.0,2.0,10.0,5.0,4.0,0.0,29.0,52,9,0,0,40,1
21401,4.0,2.0,3.0,0.0,1.0,1.0,30.0,50,13,0,0,20,0
7752,4.0,2.0,10.0,0.0,4.0,1.0,39.0,35,14,99999,0,50,1
26401,4.0,2.0,7.0,0.0,4.0,1.0,39.0,28,9,0,0,40,0
18282,4.0,2.0,7.0,3.0,4.0,0.0,39.0,23,11,0,0,30,0
36053,0.0,4.0,0.0,4.0,2.0,0.0,39.0,19,9,0,0,40,0
9519,4.0,2.0,12.0,0.0,4.0,1.0,39.0,33,12,0,0,45,0
34633,4.0,2.0,7.0,0.0,4.0,1.0,27.0,32,9,0,0,40,1
369,7.0,5.0,1.0,3.0,2.0,1.0,39.0,33,10,0,0,35,0
23823,4.0,4.0,4.0,1.0,4.0,1.0,39.0,90,12,6097,0,45,1
12740,0.0,4.0,0.0,2.0,4.0,1.0,39.0,18,9,0,0,40,0
19455,6.0,2.0,10.0,0.0,4.0,1.0,39.0,55,10,0,0,50,0
11761,6.0,4.0,8.0,2.0,4.0,0.0,39.0,35,9,0,0,30,0
6661,4.0,2.0,3.0,0.0,4.0,1.0,39.0,68,5,1797,0,24,0
4363,4.0,4.0,10.0,1.0,1.0,0.0,39.0,25,13,0,0,40,0
24668,0.0,5.0,0.0,1.0,2.0,1.0,39.0,63,5,0,0,40,0
24819,4.0,0.0,1.0,1.0,4.0,0.0,39.0,55,9,0,0,40,0
13938,6.0,2.0,5.0,0.0,4.0,1.0,39.0,34,9,0,0,60,0
28375,4.0,4.0,7.0,1.0,4.0,0.0,39.0,29,9,0,0,40,0
37624,4.0,4.0,13.0,3.0,4.0,0.0,39.0,28,11,2174,0,36,0
27148,4.0,4.0,5.0,3.0,4.0,1.0,39.0,51,6,0,0,40,0
21861,4.0,2.0,1.0,0.0,4.0,1.0,39.0,36,9,0,0,50,1
32852,4.0,4.0,3.0,1.0,4.0,1.0,39.0,29,9,0,0,35,0
30633,4.0,4.0,14.0,1.0,4.0,1.0,39.0,35,9,0,0,40,0
21560,4.0,4.0,8.0,3.0,4.0,0.0,39.0,31,9,0,0,30,0
24654,7.0,4.0,3.0,3.0,4.0,1.0,39.0,20,10,0,0,38,0
804,4.0,0.0,14.0,1.0,4.0,1.0,39.0,61,3,0,1876,56,0
15794,4.0,2.0,5.0,0.0,3.0,1.0,39.0,27,10,0,0,50,0
26386,5.0,2.0,4.0,0.0,1.0,1.0,35.0,41,9,0,1887,70,1
17030,5.0,6.0,4.0,1.0,4.0,0.0,39.0,56,9,0,0,50,0
32393,4.0,6.0,3.0,4.0,4.0,1.0,39.0,56,9,0,0,40,0
14731,4.0,2.0,1.0,0.0,4.0,1.0,39.0,49,9,0,0,40,1
15025,4.0,4.0,13.0,3.0,4.0,0.0,26.0,27,13,0,0,40,0
657,4.0,4.0,8.0,3.0,2.0,0.0,39.0,28,6,0,0,30,0
38287,2.0,2.0,14.0,0.0,4.0,1.0,39.0,35,9,0,0,40,0
22129,4.0,4.0,8.0,1.0,4.0,0.0,39.0,22,7,0,0,40,0
23361,6.0,2.0,5.0,0.0,4.0,1.0,39.0,67,10,0,0,44,0
35540,4.0,4.0,3.0,3.0,4.0,1.0,39.0,36,9,0,0,40,0
5445,4.0,0.0,7.0,3.0,4.0,1.0,39.0,40,10,0,0,40,0
4075,4.0,4.0,4.0,1.0,4.0,1.0,39.0,27,14,0,0,37,0
22611,4.0,4.0,3.0,2.0,0.0,1.0,39.0,40,10,0,0,30,0
34360,4.0,2.0,7.0,0.0,4.0,1.0,39.0,26,9,0,0,40,0
3896,4.0,4.0,12.0,1.0,4.0,0.0,39.0,44,9,10520,0,50,1
37825,4.0,4.0,3.0,2.0,1.0,0.0,1.0,25,10,0,0,40,0
2879,6.0,4.0,3.0,4.0,4.0,1.0,39.0,30,9,0,0,40,0
5040,2.0,4.0,10.0,3.0,4.0,0.0,33.0,17,7,0,0,20,0
17270,4.0,4.0,3.0,1.0,4.0,0.0,39.0,41,10,0,0,40,0
34265,4.0,0.0,4.0,4.0,4.0,1.0,39.0,54,10,0,0,60,0
3510,2.0,2.0,11.0,0.0,4.0,1.0,39.0,43,13,0,0,55,1
15127,4.0,2.0,3.0,0.0,4.0,1.0,39.0,31,9,0,0,40,0
695,4.0,4.0,8.0,3.0,4.0,0.0,39.0,32,9,0,0,35,0
5487,4.0,2.0,8.0,0.0,2.0,1.0,39.0,64,3,0,0,40,0
20232,6.0,4.0,12.0,3.0,4.0,1.0,39.0,43,13,0,0,35,0
34939,4.0,2.0,6.0,0.0,4.0,1.0,39.0,27,9,0,0,50,0
30319,4.0,4.0,3.0,2.0,3.0,1.0,27.0,27,9,0,0,40,0
36345,7.0,0.0,14.0,4.0,4.0,1.0,39.0,42,10,0,0,38,0
17240,4.0,6.0,12.0,2.0,4.0,0.0,39.0,71,9,0,0,16,0
932,4.0,2.0,4.0,0.0,4.0,1.0,39.0,34,9,0,0,40,0
23570,4.0,2.0,12.0,0.0,2.0,1.0,39.0,57,5,0,0,55,1
7914,4.0,2.0,3.0,0.0,4.0,1.0,39.0,42,9,0,0,40,0
15775,4.0,2.0,14.0,0.0,4.0,1.0,39.0,40,9,0,0,35,0
12696,4.0,4.0,12.0,1.0,2.0,0.0,39.0,36,10,0,0,36,0
26421,4.0,2.0,3.0,0.0,4.0,1.0,39.0,53,9,0,0,40,1
20888,2.0,2.0,8.0,0.0,4.0,1.0,39.0,34,9,0,0,50,0
37342,5.0,2.0,10.0,0.0,1.0,1.0,19.0,57,15,15024,0,50,1
34241,0.0,0.0,0.0,1.0,4.0,0.0,39.0,90,6,0,0,7,0
8960,4.0,2.0,11.0,0.0,4.0,1.0,39.0,44,11,0,0,40,0
17157,4.0,2.0,10.0,0.0,4.0,1.0,39.0,59,14,0,0,7,1
30455,2.0,2.0,10.0,5.0,4.0,0.0,39.0,28,14,7298,0,40,1
24340,4.0,2.0,1.0,0.0,4.0,1.0,39.0,35,9,0,0,40,0
32955,4.0,4.0,1.0,3.0,4.0,1.0,39.0,22,9,0,0,40,0
29966,4.0,5.0,12.0,1.0,4.0,1.0,39.0,30,7,0,0,40,0
33772,4.0,2.0,4.0,0.0,1.0,1.0,19.0,34,14,3103,0,40,1
26370,1.0,4.0,8.0,3.0,1.0,1.0,30.0,18,7,0,0,15,0
33287,0.0,2.0,0.0,0.0,4.0,1.0,39.0,22,10,0,0,10,0
34735,2.0,2.0,4.0,0.0,4.0,1.0,39.0,50,14,0,0,60,1
29359,4.0,2.0,10.0,0.0,4.0,1.0,39.0,44,13,0,0,45,0
7253,4.0,2.0,10.0,0.0,4.0,1.0,39.0,34,15,0,0,40,1
17792,4.0,0.0,7.0,1.0,4.0,0.0,39.0,57,9,0,0,40,1
6351,4.0,2.0,10.0,0.0,4.0,1.0,39.0,43,13,0,0,40,1
18550,4.0,2.0,1.0,0.0,2.0,1.0,39.0,57,8,0,0,40,0
20972,0.0,4.0,0.0,2.0,4.0,0.0,39.0,21,10,0,0,52,0
14694,4.0,6.0,1.0,4.0,4.0,0.0,39.0,49,9,0,0,40,0
1302,5.0,2.0,4.0,0.0,4.0,1.0,39.0,30,13,15024,0,65,1
34277,4.0,2.0,3.0,2.0,4.0,1.0,39.0,27,13,0,0,50,0
36842,4.0,2.0,6.0,0.0,4.0,1.0,39.0,22,9,0,0,50,0
11143,4.0,2.0,7.0,0.0,4.0,1.0,39.0,35,9,0,0,55,0
15471,4.0,4.0,1.0,4.0,4.0,0.0,39.0,65,9,0,0,40,0
33664,1.0,0.0,1.0,4.0,2.0,0.0,39.0,52,10,0,0,40,0
38002,0.0,4.0,0.0,4.0,4.0,0.0,39.0,36,10,0,0,25,0
24743,4.0,0.0,3.0,1.0,0.0,1.0,39.0,28,11,0,0,40,0
37832,5.0,4.0,5.0,3.0,4.0,1.0,39.0,18,8,0,0,10,0
13803,4.0,6.0,1.0,4.0,4.0,0.0,39.0,70,9,0,0,5,0
13467,4.0,4.0,12.0,3.0,1.0,1.0,40.0,25,13,2174,0,40,0
28648,4.0,0.0,8.0,1.0,4.0,0.0,39.0,26,6,0,0,40,0
10790,4.0,3.0,7.0,4.0,4.0,0.0,6.0,40,2,0,0,40,0
10441,4.0,2.0,4.0,0.0,4.0,1.0,39.0,50,14,15024,0,65,1
26941,4.0,4.0,12.0,3.0,4.0,0.0,39.0,21,9,0,0,30,0
24760,4.0,2.0,12.0,0.0,4.0,1.0,39.0,51,13,0,0,50,1
19064,4.0,4.0,1.0,3.0,4.0,0.0,39.0,26,10,0,0,15,0
17371,4.0,2.0,5.0,0.0,4.0,1.0,39.0,46,9,4064,0,55,0
30289,4.0,2.0,3.0,0.0,4.0,1.0,39.0,30,9,0,0,40,1
4471,4.0,0.0,7.0,1.0,4.0,0.0,39.0,32,13,0,1590,42,0
33223,4.0,4.0,12.0,3.0,4.0,1.0,6.0,24,9,0,0,40,0
2365,4.0,0.0,7.0,4.0,4.0,0.0,39.0,35,9,0,0,60,0
18685,4.0,2.0,10.0,0.0,4.0,1.0,39.0,24,13,0,0,40,0
34637,4.0,0.0,3.0,4.0,4.0,0.0,39.0,37,6,0,0,40,0
33234,5.0,2.0,12.0,0.0,4.0,1.0,39.0,56,9,0,1902,40,1
24698,0.0,2.0,0.0,5.0,1.0,0.0,39.0,55,9,0,0,40,0
32992,7.0,2.0,10.0,5.0,4.0,0.0,39.0,29,14,0,0,45,1
36738,4.0,2.0,3.0,0.0,4.0,1.0,39.0,38,9,0,0,50,1
5552,4.0,4.0,8.0,1.0,4.0,0.0,39.0,19,10,0,0,75,0
26598,4.0,2.0,8.0,0.0,4.0,1.0,39.0,47,9,0,0,40,0
38953,4.0,2.0,14.0,0.0,4.0,1.0,39.0,22,9,0,0,60,0
27127,4.0,2.0,13.0,5.0,4.0,0.0,39.0,37,11,0,0,24,1
19556,4.0,4.0,8.0,4.0,4.0,0.0,39.0,23,10,0,0,36,0
14048,4.0,4.0,10.0,1.0,4.0,1.0,39.0,26,13,0,0,50,0
35561,2.0,4.0,4.0,4.0,2.0,0.0,39.0,36,10,0,0,48,0
8211,4.0,2.0,3.0,0.0,4.0,1.0,39.0,50,4,3411,0,40,0
4167,7.0,3.0,14.0,1.0,4.0,0.0,39.0,61,9,0,0,60,0
6474,4.0,4.0,6.0,1.0,4.0,1.0,39.0,24,10,0,0,40,0
36012,4.0,4.0,1.0,3.0,4.0,0.0,39.0,19,10,0,2001,40,0
31840,4.0,2.0,10.0,0.0,4.0,1.0,0.0,44,13,99999,0,40,1
34444,4.0,5.0,10.0,4.0,2.0,0.0,39.0,44,10,0,0,40,0
529,4.0,5.0,12.0,4.0,4.0,0.0,26.0,31,10,0,0,40,0
7997,2.0,2.0,10.0,0.0,4.0,1.0,39.0,46,14,0,1977,42,1
4316,4.0,4.0,3.0,1.0,4.0,1.0,39.0,32,9,4787,0,40,1
17560,4.0,5.0,12.0,4.0,4.0,0.0,39.0,29,9,0,0,35,0
2439,1.0,2.0,1.0,0.0,4.0,1.0,39.0,57,10,7688,0,45,1
37330,4.0,2.0,4.0,2.0,4.0,1.0,39.0,37,13,3411,0,47,0
28051,6.0,2.0,8.0,0.0,4.0,1.0,22.0,38,9,3464,0,80,0
16973,7.0,0.0,8.0,4.0,4.0,0.0,39.0,26,7,0,0,40,0
33129,4.0,2.0,12.0,0.0,4.0,1.0,39.0,42,10,0,0,50,1
31357,4.0,2.0,8.0,0.0,4.0,1.0,26.0,31,7,0,2179,35,0
6645,4.0,2.0,14.0,0.0,4.0,1.0,39.0,58,6,0,0,40,1
35226,4.0,4.0,12.0,1.0,4.0,1.0,39.0,29,14,0,0,50,1
38059,4.0,2.0,8.0,5.0,2.0,0.0,39.0,32,9,0,0,40,0
17687,4.0,2.0,7.0,0.0,4.0,1.0,39.0,39,6,0,0,60,0
11871,6.0,2.0,12.0,0.0,4.0,1.0,39.0,52,10,0,0,50,0
815,4.0,2.0,12.0,0.0,4.0,1.0,39.0,50,10,0,0,40,1
30394,0.0,6.0,0.0,1.0,4.0,0.0,39.0,62,9,0,0,25,0
23181,4.0,0.0,3.0,1.0,4.0,1.0,39.0,31,6,0,0,38,0
13609,4.0,4.0,8.0,3.0,3.0,1.0,39.0,21,9,0,0,20,0
27881,0.0,6.0,0.0,1.0,4.0,0.0,39.0,63,9,0,0,7,0
27498,4.0,4.0,6.0,4.0,4.0,1.0,39.0,30,9,0,0,55,0
19721,4.0,6.0,12.0,1.0,4.0,0.0,39.0,70,10,0,0,34,0
27234,4.0,4.0,8.0,3.0,4.0,0.0,39.0,18,9,0,0,20,0
576,4.0,2.0,7.0,5.0,4.0,0.0,39.0,23,9,0,0,40,1
5318,4.0,4.0,1.0,3.0,4.0,0.0,39.0,18,9,0,0,40,0
4406,4.0,2.0,1.0,5.0,4.0,0.0,39.0,33,13,0,1887,40,1
34704,4.0,2.0,10.0,0.0,4.0,1.0,39.0,33,14,0,0,40,1
545,4.0,5.0,1.0,4.0,4.0,0.0,39.0,48,10,0,0,40,0
9332,4.0,2.0,10.0,0.0,4.0,1.0,22.0,43,13,0,0,55,1
27969,4.0,4.0,13.0,1.0,4.0,1.0,39.0,22,10,0,0,50,0
4142,4.0,4.0,12.0,2.0,4.0,1.0,39.0,22,9,0,0,40,0
34203,1.0,2.0,3.0,0.0,4.0,1.0,39.0,47,10,3908,0,40,0
37705,4.0,5.0,14.0,4.0,4.0,1.0,39.0,31,6,0,0,40,0
29120,5.0,2.0,12.0,0.0,4.0,1.0,39.0,52,10,0,0,90,1
10992,0.0,4.0,0.0,3.0,1.0,1.0,35.0,90,10,0,0,10,0
14551,2.0,4.0,1.0,4.0,4.0,0.0,39.0,48,13,0,0,35,0
23154,4.0,4.0,13.0,2.0,1.0,1.0,40.0,19,10,0,0,40,0
25919,4.0,2.0,14.0,0.0,2.0,1.0,39.0,61,3,2290,0,40,0
10465,4.0,2.0,3.0,0.0,4.0,1.0,39.0,53,6,0,0,40,0
26498,5.0,4.0,12.0,3.0,4.0,1.0,39.0,26,9,0,0,50,0
2761,4.0,4.0,1.0,3.0,2.0,0.0,39.0,22,10,0,0,35,0
28259,2.0,2.0,4.0,0.0,4.0,1.0,39.0,47,14,0,1977,41,1
35978,4.0,0.0,7.0,3.0,4.0,0.0,39.0,39,10,0,0,40,0
409,2.0,2.0,8.0,2.0,4.0,1.0,39.0,40,9,3137,0,40,0
28191,4.0,4.0,14.0,4.0,4.0,0.0,39.0,23,12,0,0,40,0
25477,4.0,0.0,1.0,4.0,4.0,0.0,39.0,40,9,0,0,40,0
35690,1.0,4.0,3.0,1.0,4.0,1.0,39.0,26,10,3325,0,40,0
17077,6.0,2.0,3.0,0.0,4.0,1.0,39.0,60,9,0,0,30,0
24778,0.0,4.0,0.0,3.0,4.0,1.0,39.0,20,10,0,0,40,0
16174,4.0,0.0,1.0,4.0,4.0,1.0,39.0,52,9,0,0,40,0
28499,4.0,2.0,7.0,0.0,4.0,1.0,39.0,30,9,0,0,44,0
23593,4.0,2.0,6.0,0.0,4.0,1.0,39.0,40,9,0,0,40,1
